kW
1133.569667
1133.656667
1133.761333
1133.845333
1133.926667
1134.009
1134.086
1134.17
1134.250667
1134.331
1134.415333
1134.492
1134.853
1134.971667
1135.083667
1135.213667
1135.352333
1135.457667
1135.532333
1135.604
1135.657
1135.718
1135.778
1135.91
1136.03
1136.136333
1136.208
1136.280333
1136.349333
1136.426667
1136.492667
1136.571667
1136.651333
1136.723667
1136.829
1136.927333
1137.183
1137.795667
1138.041667
1138.163667
1138.240333
1138.300333
1138.366333
1138.434
1138.489667
1138.555667
1138.620333
1138.750333
1138.868667
1138.960667
1139.077
1139.165667
1139.249667
1139.326
1139.398
1139.466333
1139.547
1139.622
1139.696333
1139.764
1139.884
1139.995667
1140.104
1140.216
1140.274
1140.324333
1140.383667
1140.446
1140.500667
1140.557667
1140.612333
1140.670667
1140.724
1140.776667
1140.832
1140.906333
1141.070667
1141.208
1141.365333
1141.514333
1141.623
1141.714667
1141.797667
1141.868
1141.947667
1142.023
1142.101667
1142.176667
1142.253333
1142.328
1142.401333
1142.496
1142.546667
1142.603
1142.660667
1142.711667
1142.764667
1142.819333
1142.878
1142.952667
1143.006667
1143.061
1143.112
1143.205
1143.321667
1143.436
1143.542
1143.654667
1143.770333
1143.886667
1144.046
1144.163333
1144.249667
1144.302
1144.353
1144.408667
1144.461
1144.511333
1144.566333
1144.620667
1144.673667
1144.798667
1144.918
1145.041333
1145.156667
1145.302667
1145.414667
1145.513
1145.632
1145.745333
1145.861
1145.977333
1146.115333
1146.333
1146.459
1146.583
1146.659667
1146.730333
1146.789
1146.843333
1146.894
1146.947
1147.001333
1147.122667
1147.228667
1147.302
1147.378
1147.448333
1147.516
1147.582667
1147.653667
1147.724667
1147.790333
1147.857667
1147.929
1147.997667
1148.075
1148.176
1148.276
1148.402333
1148.501333
1148.558
1148.619667
1148.676667
1148.727333
1148.778667
1148.832333
1148.958667
1149.059333
1149.154333
1149.244667
1149.308667
1149.374
1149.438667
1149.499333
1149.564
1149.629
1149.692333
1149.752667
1149.813667
1150.177667
1150.740333
1150.85
1150.957333
1151.076667
1151.182333
1151.243
1151.304333
1151.363667
1151.418
1151.466667
1151.591667
1151.695333
1151.780667
1151.872667
1151.973
1152.082333
1152.176667
1152.265
1152.351
1152.44
1152.53
1152.615
1152.701333
1152.866333
1152.976
1153.076
1153.186667
1153.249667
1153.301333
1153.370333
1153.430667
1153.482
1153.536
1153.589
1153.687333
1153.797333
1153.883
1153.973333
1154.1
1154.184667
1154.275
1154.364
1154.448667
1154.534
1154.622333
1154.711667
1154.796667
1154.908
1154.984667
1155.039667
1155.091667
1155.147
1155.203
1155.269667
1155.333667
1155.392
1155.446333
1155.499
1155.602
1155.715333
1155.804
1155.901333
1156.075667
1156.183333
1156.290333
1156.381333
1156.481333
1156.578333
1156.681333
1156.778
1156.871667
1156.982
1157.121667
1157.359333
1157.475333
1157.534333
1157.594333
1157.651
1157.702333
1157.753667
1157.81
1157.863667
1157.914667
1157.971
1158.037
1158.211
1158.384
1158.509667
1158.617333
1158.738333
1158.851333
1158.938333
1159.001
1159.116
1159.235
1159.353333
1159.549
1159.94
1160.063
1160.183333
1160.296333
1160.398667
1160.467
1160.526
1160.586
1160.644333
1160.786333
1160.899667
1161.017
1161.129
1161.292333
1161.521
1161.636
1161.745
1161.851333
1161.956333
1162.058
1162.166333
1162.300333
1162.42
1162.541667
1162.63
1162.705667
1162.781
1162.845333
1162.908667
