kW
1091.908667
1091.964
1092.012
1092.061667
1092.116
1092.168
1092.216333
1092.267
1092.316
1092.380667
1092.462
1092.514667
1092.587333
1092.727667
1092.818
1092.899
1092.979333
1093.058333
1093.136
1093.213
1093.289333
1093.469667
1093.579
1093.665333
1093.727
1093.783
1093.834667
1093.882333
1093.930333
1093.984333
1094.039333
1094.089
1094.196333
1094.301
1094.366333
1094.443333
1094.676667
1094.834
1094.939333
1095.028
1095.193
1095.597
1095.857667
1095.96
1096.054
1096.247
1096.345667
1096.451667
1096.541333
1096.589667
1096.647
1096.700667
1096.748667
1096.859667
1096.971
1097.061667
1097.125
1097.191667
1097.264
1097.334667
1097.400333
1097.473
1097.549667
1097.622667
1097.697
1097.765333
1097.890667
1097.982333
1098.083667
1098.279
1098.389
1098.517333
1098.57
1098.618333
1098.663
1098.710333
1098.761667
1098.867
1098.971667
1099.054
1099.136667
1099.216667
1099.315
1099.416
1099.514
1099.614667
1099.712
1099.812667
1099.913667
1100.004
1100.119667
1100.255333
1100.448
1100.625
1100.790667
1100.857
1100.931
1100.988
1101.043
1101.094333
1101.151667
1101.292333
1101.408667
1101.507333
1101.587333
1101.661333
1101.741333
1101.823667
1102.015333
1102.092333
1102.171667
1102.258
1102.345667
1102.427667
1102.506333
1102.617333
1102.700667
1103.004667
1103.096667
1103.175
1103.238333
1103.296
1103.351
1103.408
1103.465
1103.524667
1103.583333
1103.639333
1103.704667
1103.804333
1103.915
1104.058333
1104.393
1104.557333
1104.690333
1104.822333
1104.936667
1105.222
1105.448
1105.578667
1105.711
1106.009
1106.312667
1106.473667
1106.556333
1106.62
1106.684333
1106.744333
1106.802333
1106.924
1107.026
1107.094667
1107.159667
1107.280667
1107.351
1107.416333
1107.48
1107.570333
1107.796667
1107.856667
1107.923
1107.987
1108.053333
1108.206333
1108.298667
1108.416333
1108.484667
1108.573333
1108.641
1108.708
1108.765333
1108.825333
1108.884667
1108.997333
1109.116333
1109.206
1109.288667
1109.363333
1109.447
1109.535667
1109.63
1109.801667
1109.906667
1110.032667
1110.111333
1110.198
1110.522667
1110.708
1110.819
1110.925
1111.007333
1111.071333
1111.146667
1111.206667
1111.274667
1111.335333
1111.393
1111.515667
1111.630333
1111.715667
1111.794333
1111.873
1111.957667
1112.037333
1112.226667
1112.295
1112.414667
1112.529667
1112.651
1112.772667
1112.915333
1113.053
1113.377
1113.508667
1113.640667
1113.824
1113.952
1114.058667
1114.137333
1114.208333
1114.261
1114.374667
1114.492
1114.574667
1114.668
1114.745333
1114.820667
1114.893667
1114.974
1115.045667
1115.120333
1115.198667
1115.271
1115.354
1115.445
1115.595667
1115.730333
1115.981333
1116.141333
1116.323
1116.386
1116.448
1116.503333
1116.562
1116.615
1116.723667
1116.854333
1116.947
1117.067667
1117.144333
1117.217
1117.296667
1117.375333
1117.451333
1117.541
1117.629333
1117.718
1117.840333
1118.023
1118.166333
1118.297667
1118.384333
1118.518333
1118.648
1118.741
1118.800333
1118.853333
1118.910333
1119.042333
1119.157667
1119.242
1119.320667
1119.414
1119.506667
1119.6
1119.714333
1119.791333
1119.871667
1119.953667
1120.039667
1120.11
1120.190333
1120.273667
1120.414333
1120.511333
1120.705667
1120.869
1120.931333
1120.994667
1121.058333
1121.121
1121.173
1121.403667
1121.515667
1121.603667
1121.710333
1121.793
1121.871333
1121.954
1122.033667
1122.115333
1122.191333
1122.27
1122.349
1122.428
1122.507667
1122.620667
1122.734667
1122.840667
1123.086333
1123.348667
1123.480667
1123.556333
1123.618
1123.679
1123.737
1123.789
1123.862333
1124.009667
1124.093
1124.161667
1124.237667
1124.312333
1124.380333
1124.450333
1124.523333
1124.770667
1124.842
1124.914
1125.220333
1125.328333
1125.481667
1125.591667
1125.701667
1125.76
1125.822
1125.904
1126.021
1126.087667
1126.148
1126.201667
1126.338667
1126.444
1126.518
1126.577667
1126.643667
1126.737
1126.802667
1126.873333
1127.098667
1127.163667
1127.233333
1127.296333
1127.39
1127.634
1127.827
1127.935333
1128.004667
1128.171333
1128.246
1128.315333
1128.382333
1128.444667
1128.500667
1128.564
1128.625333
1128.690667
1128.749333
1128.842667
1129.010667
1129.124
1129.250667
1129.39
1129.668667
1129.820333
1129.945667
1130.126
1130.251
1130.415
1130.553667
1130.694667
1130.822667
1130.912333
1130.990667
1131.054667
1131.106
1131.168333
1131.22
1131.279
1131.429333
1131.539333
1131.619667
1131.71
1131.781333
1131.85
1131.919667
1131.992
1132.062333
1132.134333
1132.205
1132.276
1132.341333
1132.443
1132.550667
1132.68
1132.806
1132.937667
1133.019
1133.081
1133.135667
1133.195333
1133.245
1133.309
1133.444667
