257833;2015;6;1;0;0,0000
257834;2015;6;1;1;0,0000
257835;2015;6;1;2;0,0000
257836;2015;6;1;3;0,0151
257837;2015;6;1;4;0,0190
257838;2015;6;1;5;0,0292
257839;2015;6;1;6;0,0625
257840;2015;6;1;7;0,1349
257841;2015;6;1;8;0,2431
257842;2015;6;1;9;0,3712
257843;2015;6;1;10;0,4416
257844;2015;6;1;11;0,5013
257845;2015;6;1;12;0,4702
257846;2015;6;1;13;0,4038
257847;2015;6;1;14;0,3234
257848;2015;6;1;15;0,2270
257849;2015;6;1;16;0,1289
257850;2015;6;1;17;0,0545
257851;2015;6;1;18;0,0296
257852;2015;6;1;19;0,0161
257853;2015;6;1;20;0,0000
257854;2015;6;1;21;0,0000
257855;2015;6;1;22;0,0000
257856;2015;6;1;23;0,0000
257857;2015;6;2;0;0,0000
257858;2015;6;2;1;0,0000
257859;2015;6;2;2;0,0000
257860;2015;6;2;3;0,0182
257861;2015;6;2;4;0,0282
257862;2015;6;2;5;0,0509
257863;2015;6;2;6;0,0919
257864;2015;6;2;7;0,1120
257865;2015;6;2;8;0,1398
257866;2015;6;2;9;0,1903
257867;2015;6;2;10;0,1873
257868;2015;6;2;11;0,1682
257869;2015;6;2;12;0,1370
257870;2015;6;2;13;0,1021
257871;2015;6;2;14;0,0730
257872;2015;6;2;15;0,0516
257873;2015;6;2;16;0,0410
257874;2015;6;2;17;0,0292
257875;2015;6;2;18;0,0243
257876;2015;6;2;19;0,0150
257877;2015;6;2;20;0,0000
257878;2015;6;2;21;0,0000
257879;2015;6;2;22;0,0000
257880;2015;6;2;23;0,0000
257881;2015;6;3;0;0,0000
257882;2015;6;3;1;0,0000
257883;2015;6;3;2;0,0000
257884;2015;6;3;3;0,0145
257885;2015;6;3;4;0,0256
257886;2015;6;3;5;0,0542
257887;2015;6;3;6;0,1138
257888;2015;6;3;7;0,1973
257889;2015;6;3;8;0,2734
257890;2015;6;3;9;0,3114
257891;2015;6;3;10;0,3179
257892;2015;6;3;11;0,3523
257893;2015;6;3;12;0,3358
257894;2015;6;3;13;0,3001
257895;2015;6;3;14;0,2984
257896;2015;6;3;15;0,2110
257897;2015;6;3;16;0,1207
257898;2015;6;3;17;0,0518
257899;2015;6;3;18;0,0290
257900;2015;6;3;19;0,0161
257901;2015;6;3;20;0,0000
257902;2015;6;3;21;0,0000
257903;2015;6;3;22;0,0000
257904;2015;6;3;23;0,0000
257905;2015;6;4;0;0,0000
257906;2015;6;4;1;0,0000
257907;2015;6;4;2;0,0000
257908;2015;6;4;3;0,0233
257909;2015;6;4;4;0,0300
257910;2015;6;4;5;0,0881
257911;2015;6;4;6;0,2184
257912;2015;6;4;7;0,3635
257913;2015;6;4;8;0,4640
257914;2015;6;4;9;0,5104
257915;2015;6;4;10;0,5021
257916;2015;6;4;11;0,5002
257917;2015;6;4;12;0,4717
257918;2015;6;4;13;0,4206
257919;2015;6;4;14;0,3735
257920;2015;6;4;15;0,2815
257921;2015;6;4;16;0,1533
257922;2015;6;4;17;0,0551
257923;2015;6;4;18;0,0303
257924;2015;6;4;19;0,0161
257925;2015;6;4;20;0,0000
257926;2015;6;4;21;0,0000
257927;2015;6;4;22;0,0000
257928;2015;6;4;23;0,0000
257929;2015;6;5;0;0,0000
257930;2015;6;5;1;0,0000
257931;2015;6;5;2;0,0000
257932;2015;6;5;3;0,0254
257933;2015;6;5;4;0,0295
257934;2015;6;5;5;0,0800
257935;2015;6;5;6;0,1871
257936;2015;6;5;7;0,3207
257937;2015;6;5;8;0,4382
257938;2015;6;5;9;0,5224
257939;2015;6;5;10;0,5571
257940;2015;6;5;11;0,5990
257941;2015;6;5;12;0,5777
257942;2015;6;5;13;0,5187
257943;2015;6;5;14;0,4225
257944;2015;6;5;15;0,3133
257945;2015;6;5;16;0,1552
257946;2015;6;5;17;0,0544
257947;2015;6;5;18;0,0292
257948;2015;6;5;19;0,0160
257949;2015;6;5;20;0,0000
257950;2015;6;5;21;0,0000
257951;2015;6;5;22;0,0000
257952;2015;6;5;23;0,0000
257953;2015;6;6;0;0,0000
257954;2015;6;6;1;0,0000
257955;2015;6;6;2;0,0000
257956;2015;6;6;3;0,0160
257957;2015;6;6;4;0,0219
257958;2015;6;6;5;0,0329
257959;2015;6;6;6;0,0558
257960;2015;6;6;7;0,0807
257961;2015;6;6;8;0,1021
257962;2015;6;6;9;0,1326
257963;2015;6;6;10;0,1614
257964;2015;6;6;11;0,1963
257965;2015;6;6;12;0,1915
257966;2015;6;6;13;0,1603
257967;2015;6;6;14;0,1973
257968;2015;6;6;15;0,1724
257969;2015;6;6;16;0,1252
257970;2015;6;6;17;0,0541
257971;2015;6;6;18;0,0297
257972;2015;6;6;19;0,0171
257973;2015;6;6;20;0,0000
257974;2015;6;6;21;0,0000
257975;2015;6;6;22;0,0000
257976;2015;6;6;23;0,0000
257977;2015;6;7;0;0,0000
257978;2015;6;7;1;0,0000
257979;2015;6;7;2;0,0000
257980;2015;6;7;3;0,0221
257981;2015;6;7;4;0,0299
257982;2015;6;7;5;0,0726
257983;2015;6;7;6;0,1485
257984;2015;6;7;7;0,1930
257985;2015;6;7;8;0,2184
257986;2015;6;7;9;0,2650
257987;2015;6;7;10;0,2827
257988;2015;6;7;11;0,2901
257989;2015;6;7;12;0,2816
257990;2015;6;7;13;0,2503
257991;2015;6;7;14;0,2344
257992;2015;6;7;15;0,1904
257993;2015;6;7;16;0,1272
257994;2015;6;7;17;0,0554
257995;2015;6;7;18;0,0290
257996;2015;6;7;19;0,0161
257997;2015;6;7;20;0,0000
257998;2015;6;7;21;0,0000
257999;2015;6;7;22;0,0000
258000;2015;6;7;23;0,0000
258001;2015;6;8;0;0,0000
258002;2015;6;8;1;0,0000
258003;2015;6;8;2;0,0000
258004;2015;6;8;3;0,0255
258005;2015;6;8;4;0,0293
258006;2015;6;8;5;0,0766
258007;2015;6;8;6;0,1583
258008;2015;6;8;7;0,2487
258009;2015;6;8;8;0,3205
258010;2015;6;8;9;0,3527
258011;2015;6;8;10;0,3249
258012;2015;6;8;11;0,3055
258013;2015;6;8;12;0,2937
258014;2015;6;8;13;0,2683
258015;2015;6;8;14;0,2518
258016;2015;6;8;15;0,2029
258017;2015;6;8;16;0,1265
258018;2015;6;8;17;0,0569
258019;2015;6;8;18;0,0293
258020;2015;6;8;19;0,0173
258021;2015;6;8;20;0,0000
258022;2015;6;8;21;0,0000
258023;2015;6;8;22;0,0000
258024;2015;6;8;23;0,0000
258025;2015;6;9;0;0,0000
258026;2015;6;9;1;0,0000
258027;2015;6;9;2;0,0000
258028;2015;6;9;3;0,0258
258029;2015;6;9;4;0,0294
258030;2015;6;9;5;0,0911
258031;2015;6;9;6;0,2329
258032;2015;6;9;7;0,3702
258033;2015;6;9;8;0,4382
258034;2015;6;9;9;0,4753
258035;2015;6;9;10;0,4800
258036;2015;6;9;11;0,4932
258037;2015;6;9;12;0,4579
258038;2015;6;9;13;0,4175
258039;2015;6;9;14;0,3644
258040;2015;6;9;15;0,2520
258041;2015;6;9;16;0,1392
258042;2015;6;9;17;0,0519
258043;2015;6;9;18;0,0285
258044;2015;6;9;19;0,0173
258045;2015;6;9;20;0,0000
258046;2015;6;9;21;0,0000
258047;2015;6;9;22;0,0000
258048;2015;6;9;23;0,0000
258049;2015;6;10;0;0,0000
258050;2015;6;10;1;0,0000
258051;2015;6;10;2;0,0000
258052;2015;6;10;3;0,0173
258053;2015;6;10;4;0,0289
258054;2015;6;10;5;0,0568
258055;2015;6;10;6;0,1385
258056;2015;6;10;7;0,2447
258057;2015;6;10;8;0,3186
258058;2015;6;10;9;0,3685
258059;2015;6;10;10;0,3963
258060;2015;6;10;11;0,4144
258061;2015;6;10;12;0,4216
258062;2015;6;10;13;0,3982
258063;2015;6;10;14;0,3631
258064;2015;6;10;15;0,2543
258065;2015;6;10;16;0,1486
258066;2015;6;10;17;0,0575
258067;2015;6;10;18;0,0299
258068;2015;6;10;19;0,0174
258069;2015;6;10;20;0,0000
258070;2015;6;10;21;0,0000
258071;2015;6;10;22;0,0000
258072;2015;6;10;23;0,0000
258073;2015;6;11;0;0,0000
258074;2015;6;11;1;0,0000
258075;2015;6;11;2;0,0000
258076;2015;6;11;3;0,0216
258077;2015;6;11;4;0,0289
258078;2015;6;11;5;0,0726
258079;2015;6;11;6;0,1596
258080;2015;6;11;7;0,2874
